ohe__protocol_type_ICMP,ohe__protocol_type_TCP,ohe__protocol_type_UDP,ohe__browser_type_Chrome,ohe__browser_type_Edge,ohe__browser_type_Firefox,ohe__browser_type_Safari,ohe__protocol_encrypt_ICMP_AES,ohe__protocol_encrypt_ICMP_DES,ohe__protocol_encrypt_TCP_AES,ohe__protocol_encrypt_TCP_DES,ohe__protocol_encrypt_UDP_AES,ohe__protocol_encrypt_UDP_DES,remainder__network_packet_size,remainder__login_attempts,remainder__session_duration,remainder__encryption_used,remainder__ip_reputation_score,remainder__failed_logins,remainder__unusual_time_access,remainder__attack_detected,remainder__long_session,remainder__large_packet,remainder__risk_score,is_outlier_ohe__protocol_type_ICMP,is_outlier_ohe__protocol_type_TCP,is_outlier_ohe__protocol_type_UDP,is_outlier_ohe__browser_type_Chrome,is_outlier_ohe__browser_type_Edge,is_outlier_ohe__browser_type_Firefox,is_outlier_ohe__browser_type_Safari,is_outlier_ohe__protocol_encrypt_ICMP_AES,is_outlier_ohe__protocol_encrypt_ICMP_DES,is_outlier_ohe__protocol_encrypt_TCP_AES,is_outlier_ohe__protocol_encrypt_TCP_DES,is_outlier_ohe__protocol_encrypt_UDP_AES,is_outlier_ohe__protocol_encrypt_UDP_DES,is_outlier_remainder__network_packet_size,is_outlier_remainder__login_attempts,is_outlier_remainder__session_duration,is_outlier_remainder__encryption_used,is_outlier_remainder__ip_reputation_score,is_outlier_remainder__failed_logins,is_outlier_remainder__unusual_time_access,is_outlier_remainder__attack_detected,is_outlier_remainder__long_session,is_outlier_remainder__large_packet,is_outlier_remainder__risk_score
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,422.0,5.0,415.6167950841102,0.0,0.4663241681421678,1.0,0.0,0.0,0.0,0.0,0.6264269176995174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,364.0,5.0,1274.1942392067006,0.0,0.8529157157295959,2.0,0.0,1.0,1.0,0.0,1.2095835821808634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,706.0,4.0,2107.19716665885,1.0,0.4658562587345757,2.0,0.0,0.0,1.0,1.0,0.9260993811142029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,686.0,3.0,568.5288982396605,1.0,0.6136432536281438,1.0,0.0,1.0,1.0,1.0,0.7295502775397006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,332.0,2.0,808.6446595055914,0.0,0.1742454820703902,2.0,0.0,0.0,1.0,0.0,0.7219718374492731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,438.0,4.0,415.7067630688467,1.0,0.2172346369333444,1.0,0.0,0.0,0.0,0.0,0.45206424585334104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,5.0,830.483464807917,1.0,0.6028501934467423,1.0,0.0,1.0,1.0,1.0,0.7219951354127196,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,1.0,989.8897960942786,0.0,0.259418552130799,2.0,0.0,1.0,1.0,1.0,0.7815929864915593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,404.0,8.0,1622.860870864447,1.0,0.2356755502429507,2.0,0.0,1.0,1.0,0.0,0.7649728851700655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,462.0,5.0,1541.3967703070944,0.0,0.0400191829191788,2.0,0.0,0.0,1.0,0.0,0.6280134280434251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,278.0,8.0,354.30271017360786,0.0,0.5116026457176248,2.0,0.0,1.0,0.0,0.0,0.9581218520023373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,6.0,765.3837210156122,0.0,0.5402342873210285,1.0,0.0,0.0,1.0,0.0,0.6781640011247199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,700.0,6.0,1426.7642254528307,1.0,0.1997666308396278,3.5,0.0,1.0,1.0,1.0,1.3398366415877394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,572.0,8.0,1012.2699508672414,1.0,0.1644573479924417,1.0,0.0,1.0,1.0,1.0,0.41512014359470917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,370.0,1.0,1105.3806022240433,0.0,0.4086537168997098,2.0,0.0,1.0,1.0,0.0,0.8860576018297968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,572.0,6.0,1317.8935947961731,0.0,0.2053917876576297,0.0,0.0,0.0,1.0,1.0,0.14377425136034078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,492.0,4.0,347.91805418370086,0.0,0.2638643281334985,1.0,0.0,1.0,0.0,0.0,0.484705029693449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0,7.0,1217.9139195544108,1.0,0.651720998102494,2.0,0.0,1.0,1.0,1.0,1.0562046986717457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,517.0,5.0,39.54966375410118,1.0,0.3360337531065149,1.0,0.0,1.0,0.0,1.0,0.5352236271745604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,5.0,60.12054049063278,1.0,0.3466523484514337,1.0,0.0,0.0,0.0,0.0,0.5426566439160035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,7.0,195.4101798830058,0.0,0.4472088363848736,0.0,0.0,1.0,0.0,1.0,0.3130461854694115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,5.0,108.46893562306865,1.0,0.1097625098489018,2.0,0.0,0.0,0.0,0.0,0.6768337568942312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,571.0,5.0,1101.401768015545,1.0,0.4818222137601502,2.0,0.0,0.0,1.0,1.0,0.9372755496321051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,795.0,6.0,1614.1886098890527,0.0,0.1796520284230282,2.0,0.0,1.0,1.0,1.0,0.7257564198961197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,2.0,431.3095534963739,0.0,0.3254855696413191,1.0,0.0,0.0,0.0,0.0,0.5278398987489233,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,683.0,5.0,312.3613276488573,0.0,0.3415719127620866,3.0,0.0,1.0,0.0,1.0,1.1391003389334604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,565.0,8.0,127.51964209032084,0.0,0.1981503877084024,2.0,0.0,1.0,0.0,1.0,0.7387052713958817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,4.0,190.7796533194509,0.0,0.3840149947090269,1.0,0.0,1.0,0.0,0.0,0.5688104962963187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,602.0,4.0,115.82192978072582,0.0,0.2826995354274423,1.0,0.0,1.0,0.0,1.0,0.4978896747992096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,519.0,3.0,418.7535920670476,0.0,0.5074718561537545,2.0,0.0,0.0,0.0,1.0,0.955230299307628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,693.0,4.0,149.39682434919536,1.0,0.7465329921047918,2.0,0.0,1.0,0.0,1.0,1.1225730944733543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0,4.0,413.2077481798984,0.0,0.3961354801328169,3.0,0.0,1.0,0.0,0.0,1.1772948360929718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,7.0,1524.0632797670812,1.0,0.2653750876483886,0.0,0.0,1.0,1.0,0.0,0.18576256135387198,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,421.0,7.0,850.2462962444683,1.0,0.7363071667506592,3.0,0.0,1.0,1.0,0.0,1.4154150167254613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,4.0,869.5488497403968,0.0,0.1801952291959206,3.0,0.0,1.0,1.0,0.0,1.0261366604371442,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,559.0,3.0,1336.4809719223258,0.0,0.2804595050221319,1.0,0.0,0.0,1.0,1.0,0.4963216535154923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,552.0,2.0,33.65280380665794,0.0,0.3119724983066272,0.0,0.0,0.0,0.0,1.0,0.21838074881463904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,3.0,1265.8898099183805,0.0,0.359586097716788,2.0,0.0,0.0,1.0,1.0,0.8517102684017516,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,453.0,5.0,174.87198977443362,0.0,0.4396989559319573,2.0,0.0,0.0,0.0,0.0,0.9077892691523701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.0,6.0,339.6289336863756,0.0,0.792908723614886,0.0,0.0,1.0,0.0,0.0,0.5550361065304201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.0,2.0,294.5849672223419,0.0,0.2046812710873537,3.0,0.0,1.0,0.0,0.0,1.0432768897611475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,431.0,2.0,89.33142787527953,0.0,0.0213026825741628,2.0,0.0,0.0,0.0,0.0,0.6149118778019139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,339.0,3.0,152.6475054745366,1.0,0.40868098195241,2.0,0.0,0.0,0.0,0.0,0.886076687366687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,1.0,2409.4015504363106,0.0,0.2099886202093015,2.0,0.0,0.0,1.0,0.0,0.746992034146511,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
