session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,long_session,protocol_encrypt,large_packet,risk_score
SID_00056,686.0,TCP,3.0,568.5288982396605,DES,0.6136432536281438,1.0,Firefox,0.0,1.0,1,TCP_DES,1,0.7295502775397006
SID_00057,332.0,TCP,2.0,808.6446595055914,AES,0.1742454820703902,2.0,Chrome,0.0,0.0,1,TCP_AES,0,0.7219718374492731
SID_00058,438.0,TCP,4.0,415.7067630688467,DES,0.2172346369333444,1.0,Chrome,0.0,0.0,0,TCP_DES,0,0.45206424585334104
SID_00059,566.0,UDP,5.0,830.483464807917,DES,0.6028501934467423,1.0,Firefox,0.0,1.0,1,UDP_DES,1,0.7219951354127196
SID_00060,695.0,UDP,1.0,989.8897960942786,AES,0.259418552130799,2.0,Edge,0.0,1.0,1,UDP_AES,1,0.7815929864915593
SID_00061,404.0,TCP,9.0,1622.860870864447,DES,0.2356755502429507,2.0,Chrome,0.0,1.0,1,TCP_DES,0,0.7649728851700655
SID_00062,462.0,TCP,5.0,1541.3967703070944,AES,0.0400191829191788,2.0,Chrome,0.0,0.0,1,TCP_AES,0,0.6280134280434251
SID_00063,278.0,TCP,8.0,354.30271017360786,AES,0.5116026457176248,2.0,Edge,0.0,1.0,0,TCP_AES,0,0.9581218520023373
SID_00064,260.0,UDP,6.0,765.3837210156122,AES,0.5402342873210285,1.0,Chrome,0.0,0.0,1,UDP_AES,0,0.6781640011247199
SID_00068,700.0,TCP,6.0,1426.7642254528307,DES,0.1997666308396278,4.0,Chrome,0.0,1.0,1,TCP_DES,1,1.3398366415877394
SID_00069,572.0,TCP,10.0,1012.2699508672414,DES,0.1644573479924417,1.0,Chrome,0.0,1.0,1,TCP_DES,1,0.41512014359470917
SID_00070,370.0,TCP,1.0,1105.3806022240433,AES,0.4086537168997098,2.0,Chrome,0.0,1.0,1,TCP_AES,0,0.8860576018297968
SID_00071,572.0,TCP,6.0,1317.8935947961731,AES,0.2053917876576297,0.0,Edge,0.0,0.0,1,TCP_AES,1,0.14377425136034078
SID_00073,492.0,TCP,4.0,347.91805418370086,AES,0.2638643281334985,1.0,Edge,0.0,1.0,0,TCP_AES,0,0.484705029693449
SID_00074,812.0,UDP,7.0,1217.9139195544108,DES,0.651720998102494,2.0,Chrome,0.0,1.0,1,UDP_DES,1,1.0562046986717457
SID_00077,517.0,TCP,5.0,39.54966375410118,DES,0.3360337531065149,1.0,Edge,0.0,1.0,0,TCP_DES,1,0.5352236271745604
SID_00078,440.0,UDP,5.0,60.12054049063278,DES,0.3466523484514337,1.0,Chrome,0.0,0.0,0,UDP_DES,0,0.5426566439160035
SID_00079,518.0,UDP,7.0,195.4101798830058,AES,0.4472088363848736,0.0,Chrome,0.0,1.0,0,UDP_AES,1,0.3130461854694115
SID_00081,456.0,TCP,5.0,108.46893562306865,DES,0.1097625098489018,2.0,Firefox,0.0,0.0,0,TCP_DES,0,0.6768337568942312
SID_00082,571.0,TCP,5.0,1101.401768015545,DES,0.4818222137601502,2.0,Chrome,1.0,0.0,1,TCP_DES,1,0.9372755496321051
SID_00083,795.0,TCP,6.0,1614.1886098890527,AES,0.1796520284230282,2.0,Chrome,0.0,1.0,1,TCP_AES,1,0.7257564198961197
SID_00085,338.0,UDP,2.0,431.3095534963739,AES,0.3254855696413191,1.0,Edge,0.0,0.0,0,UDP_AES,0,0.5278398987489233
SID_00087,683.0,TCP,5.0,312.3613276488573,AES,0.3415719127620866,3.0,Firefox,0.0,1.0,0,TCP_AES,1,1.1391003389334604
SID_00088,565.0,TCP,8.0,127.51964209032084,AES,0.1981503877084024,2.0,Chrome,1.0,1.0,0,TCP_AES,1,0.7387052713958817
SID_00089,394.0,UDP,4.0,190.7796533194509,AES,0.3840149947090269,1.0,Chrome,0.0,1.0,0,UDP_AES,0,0.5688104962963187
SID_00090,602.0,TCP,4.0,115.82192978072582,AES,0.2826995354274423,1.0,Chrome,1.0,1.0,0,TCP_AES,1,0.4978896747992096
SID_00091,519.0,TCP,3.0,418.7535920670476,AES,0.5074718561537545,2.0,Firefox,1.0,0.0,0,TCP_AES,1,0.955230299307628
SID_00092,693.0,TCP,4.0,149.39682434919536,DES,0.7465329921047918,2.0,Edge,0.0,1.0,0,TCP_DES,1,1.1225730944733543
SID_00093,359.0,TCP,4.0,413.2077481798984,AES,0.3961354801328169,3.0,Chrome,0.0,1.0,0,TCP_AES,0,1.1772948360929718
SID_00094,434.0,UDP,7.0,1524.0632797670812,DES,0.2653750876483886,0.0,Firefox,0.0,1.0,1,UDP_DES,0,0.18576256135387198
SID_00095,421.0,TCP,7.0,850.2462962444683,DES,0.7363071667506592,3.0,Safari,0.0,1.0,1,TCP_DES,0,1.4154150167254613
SID_00096,207.0,UDP,4.0,869.5488497403968,AES,0.1801952291959206,3.0,Firefox,0.0,1.0,1,UDP_AES,0,1.0261366604371442
SID_00097,559.0,TCP,3.0,1336.4809719223258,AES,0.2804595050221319,1.0,Safari,0.0,0.0,1,TCP_AES,1,0.4963216535154923
SID_00098,552.0,TCP,2.0,33.65280380665794,AES,0.3119724983066272,0.0,Firefox,0.0,0.0,0,TCP_AES,1,0.21838074881463904
SID_00099,501.0,UDP,3.0,1265.8898099183805,AES,0.359586097716788,2.0,Firefox,0.0,0.0,1,UDP_AES,1,0.8517102684017516
SID_00100,453.0,TCP,5.0,174.87198977443362,AES,0.4396989559319573,2.0,Firefox,0.0,0.0,0,TCP_AES,0,0.9077892691523701
SID_00101,216.0,TCP,6.0,339.6289336863756,AES,0.792908723614886,0.0,Edge,0.0,1.0,0,TCP_AES,0,0.5550361065304201
SID_00102,415.0,TCP,2.0,294.5849672223419,AES,0.2046812710873537,3.0,Chrome,0.0,1.0,0,TCP_AES,0,1.0432768897611475
SID_00103,431.0,TCP,2.0,89.33142787527953,AES,0.0213026825741628,2.0,Firefox,0.0,0.0,0,TCP_AES,0,0.6149118778019139
SID_00104,339.0,TCP,3.0,152.6475054745366,DES,0.40868098195241,2.0,Firefox,0.0,0.0,0,TCP_DES,0,0.886076687366687
SID_00105,467.0,ICMP,1.0,2505.1902247693133,AES,0.2099886202093015,2.0,Chrome,0.0,0.0,1,ICMP_AES,0,0.746992034146511
SID_00106,580.0,ICMP,3.0,733.5772844904812,DES,0.2422452498276949,2.0,Chrome,0.0,0.0,1,ICMP_DES,1,0.7695716748793864
SID_00109,551.0,TCP,5.0,1344.486704150752,DES,0.2153356389185488,0.0,Firefox,0.0,0.0,1,TCP_DES,1,0.15073494724298414
SID_00110,485.0,TCP,6.0,93.46336107579046,DES,0.4063312275073519,2.0,Chrome,0.0,0.0,0,TCP_DES,0,0.8844318592551463
SID_00111,116.0,TCP,4.0,1080.449674152331,AES,0.4623687098674023,0.0,Edge,0.0,0.0,1,TCP_AES,0,0.3236580969071816
SID_00112,494.0,TCP,6.0,2155.276873158772,AES,0.4082261331463432,1.0,Firefox,0.0,0.0,1,TCP_AES,0,0.5857582932024402
SID_00113,512.0,TCP,6.0,704.422488537655,DES,0.2212732586710722,1.0,Chrome,1.0,0.0,1,TCP_DES,1,0.4548912810697505
SID_00114,992.0,TCP,2.0,761.8596818225025,DES,0.0425389889151891,1.0,Firefox,0.0,0.0,1,TCP_DES,1,0.32977729224063235
SID_00115,461.0,TCP,3.0,1634.686997948409,DES,0.0902244146247547,1.0,Edge,0.0,1.0,1,TCP_DES,0,0.3631570902373283
SID_00116,560.0,TCP,5.0,910.2548697823172,DES,0.293848130472684,2.0,Chrome,0.0,0.0,1,TCP_DES,1,0.8056936913308788
SID_00119,728.0,TCP,9.0,1493.9483851057782,DES,0.3440707492302625,0.0,Chrome,0.0,1.0,1,TCP_DES,1,0.2408495244611837
SID_00121,658.0,TCP,3.0,364.2314264843896,DES,0.4228182535278166,1.0,Chrome,0.0,0.0,0,TCP_DES,1,0.5959727774694716
SID_00122,318.0,TCP,2.0,1716.8731834652806,DES,0.1735475969680256,1.0,Edge,0.0,0.0,1,TCP_DES,0,0.4214833178776179
SID_00124,219.0,ICMP,4.0,47.6720891871051,DES,0.0839245230551094,3.0,Firefox,1.0,1.0,0,ICMP_DES,0,0.9587471661385765
SID_00125,617.0,TCP,5.0,2077.8093270932563,AES,0.756641279217048,1.0,Firefox,0.0,1.0,1,TCP_AES,1,0.8296488954519337
SID_00126,938.0,TCP,5.0,181.63190836745449,AES,0.3289525285764282,2.0,Firefox,0.0,0.0,0,TCP_AES,1,0.8302667700034997
SID_00127,301.0,TCP,6.0,183.7197582739341,AES,0.2639313835435253,2.0,Firefox,0.0,0.0,0,TCP_AES,0,0.7847519684804677
SID_00129,519.0,UDP,8.0,2042.7649588398008,AES,0.2337753258585817,3.0,Chrome,0.0,1.0,1,UDP_AES,1,1.063642728101007
SID_00130,399.0,UDP,6.0,1139.689059842402,AES,0.7173627311559833,1.0,Chrome,0.0,1.0,1,UDP_AES,0,0.8021539118091883
SID_00131,189.0,TCP,1.0,43.94449986840703,AES,0.324800802082674,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.8273605614578717
SID_00132,513.0,ICMP,3.0,803.0822652641986,AES,0.1453538307828547,0.0,Chrome,1.0,0.0,1,ICMP_AES,1,0.10174768154799828
SID_00134,594.0,TCP,9.0,1113.5448828433073,AES,0.2015363761915499,1.0,Firefox,0.0,1.0,1,TCP_AES,1,0.44107546333408487
SID_00135,316.0,UDP,3.0,420.8242964449342,DES,0.1010497118158562,0.0,Chrome,0.0,1.0,0,UDP_DES,0,0.07073479827109934
SID_00137,343.0,TCP,5.0,1414.7818469631654,AES,0.1099788946865137,3.0,Edge,1.0,1.0,1,TCP_AES,0,0.9769852262805595
SID_00138,435.0,TCP,4.0,679.6785160847335,AES,0.251661490626902,3.0,Safari,0.0,1.0,1,TCP_AES,0,1.0761630434388314
SID_00139,662.0,TCP,1.0,1185.7797753569248,AES,0.506076780728524,2.0,Chrome,0.0,0.0,1,TCP_AES,1,0.9542537465099667
SID_00142,761.0,ICMP,1.0,959.6300158997273,AES,0.1775413015405739,2.0,Chrome,0.0,0.0,1,ICMP_AES,1,0.7242789110784017
SID_00143,178.0,TCP,3.0,11.890700511572373,AES,0.2863406889126293,1.0,Edge,1.0,0.0,0,TCP_AES,0,0.5004384822388405
SID_00144,536.0,UDP,3.0,332.0943080741142,DES,0.7033341839914414,0.0,Firefox,0.0,1.0,0,UDP_DES,1,0.49233392879400895
SID_00145,551.0,UDP,3.0,1203.5341894452372,DES,0.1178914973329318,2.0,Chrome,0.0,0.0,1,UDP_DES,1,0.6825240481330522
SID_00146,656.0,TCP,5.0,1151.9651057221577,AES,0.3452066461644786,1.0,Chrome,0.0,0.0,1,TCP_AES,1,0.541644652315135
SID_00147,252.0,UDP,4.0,1747.1974055008438,AES,0.3064959364798829,0.0,Firefox,0.0,1.0,1,UDP_AES,0,0.214547155535918
SID_00148,235.0,TCP,3.0,755.434368901311,AES,0.2509659861114192,3.0,Chrome,0.0,1.0,1,TCP_AES,0,1.0756761902779934
SID_00150,559.0,TCP,3.0,652.6355940282597,AES,0.1325266852429517,2.0,Chrome,0.0,0.0,1,TCP_AES,1,0.6927686796700662
SID_00153,363.0,ICMP,6.0,1207.0821332288124,AES,0.3510400422582782,2.0,Chrome,0.0,0.0,1,ICMP_AES,0,0.8457280295807947
SID_00154,546.0,TCP,5.0,942.2728647931104,AES,0.3436559596851325,1.0,Chrome,0.0,0.0,1,TCP_AES,1,0.5405591717795928
SID_00155,558.0,UDP,9.0,494.07664627087496,DES,0.3144316341041462,2.0,Safari,0.0,1.0,0,UDP_DES,1,0.8201021438729024
SID_00156,357.0,TCP,9.0,72.91081297639256,DES,0.1995373166844637,2.0,Edge,0.0,1.0,0,TCP_DES,0,0.7396761216791246
SID_00157,873.0,UDP,3.0,107.46754869926538,DES,0.0512262805867224,2.0,Chrome,0.0,0.0,0,UDP_DES,1,0.6358583964107056
SID_00158,594.0,TCP,3.0,97.24720087836856,AES,0.4076859456226729,4.0,Chrome,0.0,1.0,0,TCP_AES,1,1.485380161935871
SID_00160,631.0,TCP,6.0,138.5095628371252,AES,0.100603632546575,1.0,Chrome,0.0,0.0,0,TCP_AES,1,0.3704225427826025
SID_00161,305.0,TCP,6.0,1577.7168112486886,AES,0.346916590070728,1.0,Edge,0.0,0.0,1,TCP_AES,0,0.5428416130495095
SID_00163,731.0,UDP,5.0,1554.6376149090595,DES,0.2549226275413593,2.0,Firefox,0.0,1.0,1,UDP_DES,1,0.7784458392789515
SID_00164,335.0,TCP,3.0,750.9414290852901,DES,0.12309678522027,3.0,Chrome,0.0,1.0,1,TCP_DES,0,0.986167749654189
SID_00166,582.0,UDP,5.0,1772.5689478516597,AES,0.2328323308098431,1.0,Chrome,0.0,0.0,1,UDP_AES,1,0.4629826315668901
SID_00167,664.0,TCP,8.0,417.1159065866958,AES,0.3710642290728093,2.0,Edge,0.0,1.0,0,TCP_AES,1,0.8597449603509665
SID_00169,450.0,UDP,1.0,508.49628287021335,AES,0.2577704856444119,2.0,Chrome,0.0,0.0,0,UDP_AES,0,0.7804393399510883
SID_00170,349.0,TCP,8.0,645.4298805334846,AES,0.242800051494813,1.0,Chrome,0.0,1.0,1,TCP_AES,0,0.4699600360463691
SID_00171,322.0,TCP,1.0,637.8327848930265,AES,0.1999112691064991,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.43993788837454934
SID_00173,484.0,TCP,5.0,1223.8102732316374,AES,0.3957542090094353,1.0,Chrome,1.0,1.0,1,TCP_AES,0,0.5770279463066047
SID_00174,568.0,ICMP,5.0,1053.3158665799629,DES,0.1891346709377445,2.0,Edge,0.0,1.0,1,ICMP_DES,1,0.7323942696564212
SID_00175,555.0,TCP,5.0,208.93902977348895,AES,0.551708412894967,1.0,Chrome,0.0,0.0,0,TCP_AES,1,0.6861958890264768
SID_00176,665.0,TCP,6.0,640.9945335485618,DES,0.5003713391880107,3.0,Firefox,0.0,1.0,1,TCP_DES,1,1.2502599374316072
SID_00177,502.0,TCP,12.0,1249.7694954987144,DES,0.2982140196718431,1.0,Firefox,0.0,1.0,1,TCP_DES,1,0.5087498137702902
SID_00178,790.0,UDP,4.0,6.171441467446689,DES,0.1969726328712207,2.0,Firefox,0.0,1.0,0,UDP_DES,1,0.7378808430098545
SID_00179,447.0,UDP,3.0,257.4377388281377,AES,0.0676815431149165,0.0,Firefox,1.0,0.0,0,UDP_AES,0,0.04737708018044155
SID_00180,1044.0,TCP,4.0,510.9845736621589,AES,0.5004393941360112,2.0,Edge,0.0,0.0,0,TCP_AES,1,0.9503075758952078
SID_00181,625.0,TCP,1.0,1491.6272442087734,AES,0.2292396077650228,3.0,Chrome,0.0,1.0,1,TCP_AES,1,1.060467725435516
SID_00183,285.0,TCP,7.0,130.94982959554818,DES,0.2546566696903113,2.0,Chrome,1.0,1.0,0,TCP_DES,0,0.778259668783218
SID_00184,596.0,TCP,2.0,497.02132412144806,AES,0.1179179164359383,2.0,Chrome,0.0,0.0,0,TCP_AES,1,0.6825425415051568
SID_00187,594.0,TCP,4.0,622.3103994578047,AES,0.8110277884368354,2.0,Chrome,0.0,1.0,1,TCP_AES,1,1.1677194519057847
SID_00188,485.0,UDP,4.0,553.4633422524302,DES,0.0914983771525435,2.0,Chrome,0.0,0.0,1,UDP_DES,0,0.6640488640067804
SID_00189,330.0,TCP,2.0,122.12443528436629,AES,0.5509077290494483,0.0,Edge,0.0,0.0,0,TCP_AES,0,0.3856354103346138
SID_00190,197.0,TCP,7.0,103.8028280833901,AES,0.444103086563627,2.0,Edge,0.0,1.0,0,TCP_AES,0,0.9108721605945389
SID_00191,410.0,TCP,5.0,111.65696274923886,AES,0.3910043614883334,1.0,Edge,0.0,0.0,0,TCP_AES,0,0.5737030530418333
SID_00193,542.0,UDP,5.0,16.10939607653426,AES,0.3107330737649837,1.0,Firefox,1.0,0.0,0,UDP_AES,1,0.5175131516354886
SID_00194,250.0,TCP,4.0,180.92309581506888,AES,0.1752762514727518,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.42269337603092627
SID_00195,534.0,TCP,7.0,2496.887261332685,DES,0.2451322964747888,1.0,Chrome,0.0,1.0,1,TCP_DES,1,0.4715926075323521
SID_00197,323.0,UDP,5.0,29.59799365313628,DES,0.2776327619502889,1.0,Chrome,0.0,0.0,0,UDP_DES,0,0.4943429333652022
SID_00198,530.0,TCP,5.0,391.9421775186524,DES,0.3016053857217878,2.0,Firefox,0.0,0.0,0,TCP_DES,1,0.8111237700052514
SID_00199,511.0,TCP,2.0,131.1458838080163,AES,0.1389147899939635,2.0,Chrome,0.0,0.0,0,TCP_AES,1,0.6972403529957745
SID_00200,271.0,ICMP,3.0,667.3328621639511,DES,0.0863630197646222,3.0,Chrome,0.0,1.0,1,ICMP_DES,0,0.9604541138352355
SID_00201,571.0,TCP,5.0,330.69417239531657,DES,0.0989605835813575,0.0,Firefox,0.0,0.0,0,TCP_DES,1,0.06927240850695024
SID_00202,612.0,UDP,3.0,187.5349141621204,DES,0.5341956729663283,2.0,Safari,0.0,0.0,0,UDP_DES,1,0.9739369710764298
SID_00204,710.0,TCP,2.0,333.75180613210904,DES,0.3712473480414219,3.0,Firefox,0.0,1.0,0,TCP_DES,1,1.1598731436289953
SID_00205,224.0,TCP,5.0,819.5606827516343,DES,0.2634839803106942,2.0,Edge,0.0,0.0,1,TCP_DES,0,0.784438786217486
SID_00206,312.0,TCP,4.0,1657.8967328136305,AES,0.2363722399848674,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.46546056798940716
SID_00207,603.0,TCP,8.0,2044.817851142252,AES,0.6514337877152981,3.0,Chrome,0.0,1.0,1,TCP_AES,1,1.3560036514007086
SID_00208,602.0,TCP,7.0,422.2788269064481,AES,0.2150948601146794,3.0,Edge,0.0,1.0,0,TCP_AES,1,1.0505664020802754
SID_00209,603.0,TCP,1.0,2988.9867876731164,DES,0.2760896524741578,2.0,Chrome,0.0,0.0,1,TCP_DES,1,0.7932627567319104
SID_00210,1270.0,TCP,5.0,1031.5238151002425,DES,0.7746157586048802,1.0,Chrome,0.0,1.0,1,TCP_DES,1,0.842231031023416
SID_00211,614.0,TCP,7.0,700.2644400491948,AES,0.1488149454951986,3.0,Chrome,0.0,1.0,1,TCP_AES,1,1.004170461846639
SID_00212,727.0,ICMP,2.0,945.454259300091,AES,0.6518286335567869,1.0,Chrome,0.0,1.0,1,ICMP_AES,1,0.7562800434897508
SID_00214,630.0,ICMP,3.0,441.8813257762719,AES,0.3379403701696052,2.0,Edge,0.0,0.0,0,ICMP_AES,1,0.8365582591187236
SID_00215,436.0,TCP,2.0,706.0315237925229,AES,0.3594574510632399,0.0,Chrome,0.0,0.0,1,TCP_AES,0,0.2516202157442679
SID_00216,651.0,TCP,7.0,316.6108122061147,AES,0.2730883183996028,2.0,Chrome,0.0,1.0,0,TCP_AES,1,0.7911618228797219
SID_00218,452.0,UDP,4.0,231.3057526954721,AES,0.1758898600813458,3.0,Safari,0.0,1.0,0,UDP_AES,0,1.023122902056942
SID_00219,402.0,UDP,6.0,1274.8733430770328,AES,0.4186859064025884,1.0,Chrome,0.0,1.0,1,UDP_AES,0,0.5930801344818118
SID_00220,516.0,TCP,7.0,132.04816019596333,DES,0.2569158584334239,2.0,Chrome,1.0,1.0,0,TCP_DES,1,0.7798411009033968
SID_00221,962.0,UDP,3.0,196.0975201486787,AES,0.5667834471156061,1.0,Chrome,1.0,0.0,0,UDP_AES,1,0.6967484129809243
SID_00222,126.0,TCP,2.0,1118.9978077851902,AES,0.2513053111036512,1.0,Chrome,0.0,1.0,1,TCP_AES,0,0.4759137177725558
SID_00225,405.0,UDP,5.0,1225.5001480117148,AES,0.7302739057014698,0.0,Chrome,0.0,1.0,1,UDP_AES,0,0.5111917339910288
SID_00227,512.0,TCP,2.0,60.71129061945858,AES,0.4276029431872097,3.0,Chrome,1.0,1.0,0,TCP_AES,1,1.1993220602310468
SID_00228,284.0,TCP,5.0,145.56345742064204,AES,0.4726292422226099,1.0,Firefox,0.0,0.0,0,TCP_AES,0,0.630840469555827
SID_00229,356.0,TCP,5.0,1117.1621572909544,AES,0.2412143356950259,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.4688500349865181
SID_00230,635.0,TCP,10.0,1501.823588577862,AES,0.0724900815297521,3.0,Firefox,0.0,1.0,1,TCP_AES,1,0.9507430570708264
SID_00231,353.0,UDP,5.0,386.3809840655401,AES,0.4272224955366141,0.0,Chrome,0.0,0.0,0,UDP_AES,0,0.29905574687562986
SID_00233,509.0,TCP,5.0,62.77560611350965,AES,0.6633916285008086,2.0,Chrome,0.0,1.0,0,TCP_AES,1,1.064374139950566
SID_00234,369.0,TCP,4.0,194.48929953258573,DES,0.4417840130620103,1.0,Chrome,0.0,0.0,0,TCP_DES,0,0.6092488091434072
SID_00235,928.0,TCP,5.0,3117.1111237301275,AES,0.2192378797327277,2.0,Chrome,0.0,0.0,1,TCP_AES,1,0.7534665158129094
SID_00236,626.0,TCP,6.0,149.326854401643,DES,0.4875925572606101,1.0,Chrome,0.0,1.0,0,TCP_DES,1,0.641314790082427
SID_00237,94.0,TCP,3.0,72.08595471285292,AES,0.1673003440945502,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.7171102408661851
SID_00238,537.0,UDP,4.0,1231.45768962121,AES,0.3175020689038164,0.0,Chrome,0.0,0.0,1,UDP_AES,1,0.22225144823267146
SID_00240,670.0,UDP,4.0,612.2670042320594,DES,0.6324729460357419,2.0,Chrome,0.0,1.0,1,UDP_DES,1,1.0427310622250192
SID_00241,341.0,TCP,4.0,475.1521218829639,DES,0.1142464176544391,1.0,Chrome,0.0,1.0,0,TCP_DES,0,0.37997249235810737
SID_00244,673.0,UDP,5.0,441.90985118413903,AES,0.2457649107763063,3.0,Chrome,0.0,1.0,0,UDP_AES,1,1.0720354375434142
SID_00245,259.0,TCP,3.0,213.49648104766663,AES,0.5920401183622336,3.0,Firefox,0.0,1.0,0,TCP_AES,0,1.3144280828535635
